Agent 0,Agent 1,min,max,avg,steps,trend
48.8,10.0,8.9,49.9,29.4,450,30.026849396576416
42.0,10.6,6.8,45.8,26.299999999999997,451,30.086557027006755
64.3,7.3,6.0,65.6,35.8,452,30.146726611523146
63.4,6.9,6.9,63.4,35.15,453,30.207357950313863
57.7,10.8,6.2,62.3,34.25,454,30.268450830908243
42.5,6.2,4.4,44.3,24.349999999999998,455,30.33000502817669
44.2,10.6,6.9,47.9,27.4,456,30.392020304330668
41.3,5.0,3.3,43.0,23.15,457,30.45449640892271
44.0,19.5,9.8,53.7,31.75,458,30.517433078846423
42.1,15.6,6.9,50.8,28.849999999999998,459,30.58083003833646
51.4,11.9,5.4,57.9,31.65,460,30.64468699896856
48.5,9.4,3.1,54.8,28.95,461,30.709003659659516
49.6,10.9,6.8,53.7,30.25,462,30.773779706667185
51.4,16.9,7.7,60.6,34.15,463,30.83901481359049
57.1,14.7,10.5,61.3,35.9,464,30.904708641369435
41.3,14.6,7.6,48.3,27.95,465,30.970860838285063
53.3,2.3,2.3,53.3,27.799999999999997,466,31.037471039959506
43.4,15.9,7.7,51.6,29.650000000000002,467,31.10453886935595
49.7,16.6,6.9,59.4,33.15,468,31.172063936778642
53.2,20.7,9.9,64.0,36.95,469,31.240045839872906
57.5,22.7,17.7,62.5,40.1,470,31.308484163625124
41.0,16.1,9.0,48.1,28.55,471,31.377378480362744
51.9,5.4,5.4,51.9,28.65,472,31.446728349754284
52.3,14.3,6.4,60.2,33.300000000000004,473,31.516533318809323
50.8,13.0,6.6,57.2,31.900000000000002,474,31.586792921878505
57.7,11.8,9.9,59.6,34.75,475,31.65750668065354
51.6,14.6,4.6,61.6,33.1,476,31.72867410416721
51.4,16.5,4.2,63.7,33.95,477,31.800294688793354
51.1,18.5,4.8,64.8,34.8,478,31.872367918246873
59.7,11.4,3.7,67.4,35.550000000000004,479,31.94489326358375
50.4,20.4,4.4,66.4,35.400000000000006,480,32.01787018320102
51.4,13.4,4.7,60.1,32.4,481,32.09129812283678
48.7,14.7,5.5,57.9,31.7,482,32.16517651557021
50.0,20.9,9.3,61.6,35.45,483,32.23950478182153
54.7,15.4,8.3,61.8,35.05,484,32.314282329352054
43.1,13.8,7.1,49.8,28.45,485,32.389508553264136
53.5,20.0,8.2,65.3,36.75,486,32.46518283600121
52.7,8.6,8.2,53.1,30.65,487,32.54130454734778
59.0,23.1,9.0,73.1,41.05,488,32.617873044429395
50.1,22.9,5.1,67.9,36.5,489,32.69488767171269
55.7,12.7,12.1,56.3,34.199999999999996,490,32.772347761005356
50.7,22.7,5.9,67.5,36.7,491,32.85025263145615
55.7,10.1,4.9,60.9,32.9,492,32.928601589554894
53.9,24.3,9.3,68.9,39.1,493,33.007393929132476
52.2,20.3,10.5,62.0,36.25,494,33.086628931360856
52.3,24.1,10.3,66.1,38.199999999999996,495,33.16630586475304
50.9,8.1,4.7,54.3,29.5,496,33.24642398516313
49.1,14.6,6.5,57.2,31.85,497,33.326982535786264
52.2,14.4,5.4,61.2,33.300000000000004,498,33.40798074715866
54.6,12.9,5.3,62.2,33.75,499,33.4894178371576
49.9,15.2,8.2,56.9,32.55,500,33.57129301100143
